MED10,000,000,000,000,Milwaukee
11945,057,057,001,000,LAGUNA BEACH
20229,050,050,000,000,LAS VEGAS
11044,054,054,001,000,NOTI
35211,102,102,011,000,SAN JOSE
31187,011,011,001,000,ROSEVILLE
35434,059,059,000,000,CERES
16959,051,051,001,000,ALBUQUERQUE
07420,001,000,000,000,ROUNDUP
18520,057,057,001,000,LAKE FOREST
19528,046,046,001,000,SAN JOSE
09808,047,047,001,000,STOCKTON
12518,047,047,001,000,THORTON
21773,001,001,001,000,BAKERSFIELD
13541,051,051,001,000,ALBUQUEQUE
31197,038,038,009,000,VISTA
03907,001,000,000,000,BILLINGS
27434,075,075,001,000,APPLE VALLEY
25073,066,066,001,000,FORT WORTH
02034,001,000,000,000,POPLAR
00151,001,000,000,000,GLENDIVE
22757,047,047,001,000,TRACY
15155,038,038,009,000,FALLBROOK
35377,055,055,001,000,THORNTON
24320,015,015,009,000,MORRO BAY
30020,052,052,009,000,MARINA DEL REY
18283,026,026,000,000,COPPEROPLIS
13056,041,041,009,000,OAKLAND
09258,001,001,001,000,TAFT
36021,055,055,001,000,THORNTON
15464,066,066,001,000,WETHERFORD
07916,000,000,000,000,WORLAND
35220,078,078,009,000,SUGAR GROVE
08130,001,000,000,000,WORLAND
08322,001,000,000,000,BILLINGS
01380,001,000,000,000,BILLINGS
30440,090,090,001,000,CHICAGO
11195,007,007,000,000,SALIDA
05061,001,000,000,000,BILLINGS
27772,004,004,011,000,AVENAL
15822,051,051,001,000,ALBUQUERQUE
23790,055,055,001,000,DENVER
15156,044,044,001,000,BREA
17605,000,000,000,000,VALLEY SPRINGS
30551,036,036,009,000,PALMDALE
18986,078,078,001,000,ROCKTON
20818,081,081,001,000,SAN RAFAEL
PCMN1,001,000,000,000,Billings
20292,008,008,009,000,VACAVILLE
05275,001,000,000,000,LIVINGSTON
30336,075,075,001,000,APPLE VALLEY
11207,050,050,000,000,TEANECK
32674,002,002,000,000,GLENN
07231,001,000,000,000,BILLINGS
24878,063,063,009,000,LEWISVILLE
02811,001,000,000,000,BILLINGS
03322,001,000,000,000,BILLINGS
07577,000,000,000,000,BAKER
14456,047,047,001,000,STOCKTON
10011,094,094,001,000,GRESHAM
27200,089,089,009,000,WATSONVILLE
15875,002,002,000,000,CHICO
20340,058,058,009,000,SAGEL
01448,001,000,000,000,BILLINGS
00SUE,100,125,000,000,FARGO
15346,045,045,011,000,SAN FRANCISCO
21809,003,003,009,000,FRESNO
31126,002,002,000,000,CHICO
36268,075,075,011,000,APPLE VALLEY
37050,053,053,001,000,JACKSONVILLE
00392,001,000,000,000,BILLINGS
01984,001,000,000,000,WOLF POINT
28194,064,064,001,000,SAN BERNARDINO
05985,001,000,000,000,BILLINGS
05227,001,000,000,000,LODGE GRASS
19818,003,003,001,000,FRESNO
31703,049,049,000,000,LINDA
00200,006,003,000,001,DICKINSON
31925,017,017,000,000,VISALIA
00DPX,003,003,000,000,CITY
34107,011,011,009,000,SACRAMENTO
38817,073,073,001,000,ELGIN
15966,066,066,001,000,JACKSBORO
28573,096,096,009,000,FOSTER CITY
04213,001,000,000,000,BILLINGS
04634,001,000,000,000,BILLINGS
02509,001,000,000,000,BILLINGS
29979,073,073,001,000,NILES
10744,032,032,001,000,CARSON CITY
24887,046,046,009,000,SAN JOSE
36737,014,014,000,000,RANCHO SANTA FE
10333,003,003,001,000,CLOVIS
14985,071,071,009,000,HENDERSON
28654,061,061,009,000,REEDSPORT
09959,086,086,009,000,RICHMOND
37204,064,064,009,000,RIVERSIDE
15505,046,046,001,000,SAN JOSE
11795,041,041,009,000,FREMONT
12424,011,011,009,000,SACRAMENTO
19240,046,046,001,000,SAN JOSE
19354,009,009,000,000,PORTERVILLE
36595,099,099,009,000,AURORA
18905,026,026,000,000,JAMESTOWN
31262,079,079,009,000,TEMPE
04145,001,000,000,000,BILLINGS
17795,026,026,000,000,ALTAVILLE
08629,026,026,000,000,ALTAVILLE
11582,036,036,009,000,LANCASTER
38684,091,091,011,000,MURPHY
20080,035,035,001,000,SANTA ROSA
22041,036,036,009,000,PALMDALE
13010,003,003,009,000,FRESNO
02045,001,000,000,000,BILLINGS
07411,001,000,000,000,BILLINGS
17446,055,055,009,000,FRANKTOWN
31826,015,015,000,000,PASO ROBLES
01623,001,000,000,000,BILLINGS
27442,044,044,001,000,GLENDALE
24354,044,044,009,000,ARCADIA
00245,001,000,000,000,BUSBY
32645,004,004,000,000,HANFORD
11651,050,050,000,000,LAS VEGAS
00128,001,000,000,000,WOLF POINT
24698,009,009,000,000,PORTERVILLE
18395,018,018,000,000,LOVELOCK
20726,041,041,009,000,FREMONT
03448,001,000,000,000,BILLINGS
13694,067,067,009,000,COLORADO SPRINGS
24259,002,002,000,000,MAGALIA
10724,064,064,001,000,WILDOMAR
18715,011,011,009,000,SACRAMENTO
17630,011,011,009,000,WEST SACRAMENTO
16841,004,004,000,000,CORCORAN
02016,001,000,000,000,MOSINEE
16431,054,054,001,000,SPRINGFIELD
AADL9,000,000,001,000,
32527,012,012,000,000,SANTA MARIA
20653,049,049,000,000,YUBA CITY
31116,002,002,000,000,PARADISE
09291,029,029,001,000,SYLMAR
06943,001,000,000,000,BILLINGS
07800,001,000,000,000,BILLINGS
28135,073,073,001,000,CHICAGO
23129,088,088,001,000,LIVERMORE
34869,026,026,000,000,PINE GROVE
0STX7,000,000,000,000,
38073,111,111,009,000,SAN DIEGO
00102,001,000,000,000,Great Falls
30281,056,056,001,000,GARDNERVILLE
24725,042,042,009,000,SALINAS
32938,031,031,000,000,SEATTLE
00446,001,000,000,000,BILLINGS
08585,053,053,001,000,MEDFORD
22016,001,001,009,000,TAFT
06137,001,000,000,000,BILLINGS
36310,002,002,000,000,CORNING
15562,053,053,001,000,MEDFORD
15591,069,069,009,000,SUGARLAND
22072,011,011,009,000,SACRAMENTO
25471,003,003,001,000,FRESNO
15696,041,041,001,000,OAKLAND
20884,031,031,009,000,AUBURN
35687,042,042,009,000,SALINAS
18196,049,049,000,000,MARYSVILLE
38439,071,071,011,000,LAS VEGAS
19250,055,055,009,000,DENVER
12038,006,006,000,000,MADERA
28580,060,060,000,000,LOS BANOS
34602,066,066,001,000,ALVARADO
06240,001,000,000,000,POPLAR
29474,012,012,000,000,SANTA YNEZ
34320,044,044,001,000,GARDEN GROVE
16819,011,011,009,000,SACRAMENTO
34949,017,017,001,000,VISALIA
00874,001,000,000,000,HILGER
MHMH3,001,001,001,001,BILLINGS
36454,072,072,001,000,MARIETTA
31288,079,079,009,000,CHANDLER
18060,042,042,009,000,SALINAS
20239,091,091,009,000,SHERMAN
19749,004,004,009,000,COALINGA
02877,044,044,000,000,VERDUGO CITY
03428,001,000,000,000,HUNTLEY
10408,066,066,001,000,FORT WORTH
37337,081,081,001,000,PETALUMA
11230,041,041,001,000,OAKLAND
03973,001,000,000,000,BILLINGS
21882,071,071,009,000,HENDERSON
35930,026,026,000,000,PINE GROVE
28217,069,069,009,000,KINGWOOD
00T10,001,001,000,001,BILLINGS
31124,003,003,009,000,FRESNO
02995,001,000,000,000,ROBERTS
07705,001,000,000,000,SHEPHERD
03404,001,000,000,000,BILLING
12898,000,000,000,000,
07303,001,000,000,000,LANDER
31820,075,075,001,000,HESPERIA
13424,067,067,009,000,COLORADO SPRINGS
06730,001,000,000,000,BILLINGS
03148,001,000,000,000,BILLINGS
16443,026,026,000,000,JAMESTOWN
15845,041,041,001,000,OAKLAND
08731,044,044,001,000,PICO RIVERA
09701,006,006,000,000,MADERA
35163,026,026,000,000,WEST POINT
26643,066,066,001,000,FT WORTH
17128,059,059,000,000,HUGHSON
0COD2,002,002,000,000,
18128,003,003,009,000,FRESNO
04432,001,000,000,000,BILLINGS
03095,001,000,000,000,BILLINGS
16283,001,001,001,000,BAKERSFIELD
17489,063,063,009,000,DUNCANVILLE
35268,023,023,001,000,REDDING
16234,049,049,000,000,SUTLER
37508,078,078,009,000,GENOA
04224,001,000,000,000,BELFRY
28638,059,059,000,000,CERES
20295,012,012,000,000,SANTA MARIA
20055,009,009,000,000,PORTERVILLE
36531,003,003,009,000,FRESNO
20776,092,092,000,000,PAHRUMP
12363,026,026,000,000,SAN ANDREAS
38382,046,046,011,000,MOUNTAIN VIEW
30940,007,007,000,000,RIVERBANK
08651,007,007,000,000,MODESTO
09038,038,038,001,000,FALLBROOK
02412,001,000,000,000,BILLINGS
02287,001,000,000,000,BILLINGS
16609,047,047,001,000,TRACY
08799,054,054,001,000,CRESWELL
30481,044,044,009,000,RANCHO CUCAMONGA
09534,003,003,001,000,FRESNO
01677,001,000,000,000,LOVELL
00595,001,000,000,000,BILLINGS
16849,014,014,009,000,SAN DIEGO
34202,003,003,000,000,FRESNO
35423,049,049,000,000,MARYSVILLE
08015,000,000,000,000,BILLINGS
08342,001,000,000,000,BILLINGS
24046,047,047,001,000,STOCKTON
05821,001,000,000,000,BILLINGS
19899,012,012,000,000,SANTA MARIA
02573,001,000,000,000,BILLINGS
23472,059,059,000,000,STEVINSON
33632,009,009,000,000,TERRA BELLA
29881,100,100,001,000,SAN FRANCISCO
22494,041,041,009,000,FREMONT
02158,001,000,000,000,BILLINGS
01322,001,000,000,000,BUFFALO
19658,035,035,001,000,SANTA ROSA
32038,053,053,001,000,ASHLAND
17395,046,046,009,000,MENLO PARK
34099,035,035,009,000,SONOMA
32571,001,003,001,000,BILLINGS
15413,064,064,001,000,RIVERSIDE
04544,001,000,000,000,BILLINGS
33747,053,053,001,000,MEDFORD
32338,055,055,009,000,WHEATRIDGE
01794,001,000,000,000,RED LODGE
16494,050,050,000,000,LAS VEGAS
03520,001,000,000,000,FROMBERG
24199,002,002,000,000,MAGALIA
17872,073,073,001,000,PALOS HEIGHTS
18396,042,042,009,000,CARMEL VALLEY
19388,092,092,000,000,PAHRUMP
09519,074,074,001,000,MT. VERNON
20137,063,063,009,000,DALLAS
36683,000,000,000,000,COMMERCE
17145,014,014,000,000,SAN DIEGO
06213,001,000,000,000,BILLINGS
14794,044,044,009,000,SIERRA MADRE
34341,066,066,009,000,COLLEYVILLE
23126,006,006,000,000,MADERA
SUE24,000,000,000,000,BILLINGS
06623,001,000,000,000,LEWISTOWN
15723,053,053,001,000,JACKSONVILLE
0DP88,000,401,000,000,
21240,060,060,009,000,CRESSEY
00877,001,000,000,000,BILLINGS
26627,088,088,009,000,PLEASANTON
39969,064,064,009,000,MURRIETA
11583,045,045,009,000,SAN FRANCISCO
14722,047,047,001,000,LODI
22856,086,086,009,000,WEBSTER
17012,044,044,009,000,COVINA
25541,035,035,001,000,CLOVERDALE
05978,001,000,000,000,BILLINGS
15774,071,071,000,000,LAS VEGAS
25299,042,042,009,000,SALINAS
07390,001,000,000,000,BILLINGS
16186,046,046,009,000,LOS GATOS
00810,001,000,000,000,HARDIN
03637,001,000,000,000,BILLINGS
25443,063,063,009,000,CARROLLTON
34120,049,049,000,000,YUBA CITY
08020,000,000,000,000,VOLBORG
17483,011,011,009,000,SACRAMENTO
39217,009,009,000,000,PORTERVILLE
03015,001,000,000,000,FROMBERG
03900,001,000,000,000,BILLINGS
33663,057,057,009,000,CYPRESS
34195,046,046,011,000,SAN JOSE
06353,001,000,000,000,BILLINGS
02892,001,000,000,000,BILLINGS
15724,017,017,001,000,VISALIA
05281,001,000,000,000,WOLF POINT
